"Language","Meaning","Form","Form1","Length"
"Lihir","SG","e","e",1
"Lihir","SG","i","i",1
"Lihir","SG","ye","ye",2
"Lihir","DU","gel","gel",3
"Lihir","DU","gitto","gitto",5
"Lihir","DU","do","do",2
"Lihir","DU","kito","kito",4
"Lihir","DU","gol","gol",3
"Lihir","DU","dul","dul",3
"Lihir","TR","getol","getol",5
"Lihir","TR","kitol","kitol",5
"Lihir","TR","gotol","gotol",5
"Lihir","TR","dietol","dietol",6
"Lihir","PAUC","gehet","gehet",5
"Lihir","PAUC","kitahet","kitahet",7
"Lihir","PAUC","gohet","gohet",5
"Lihir","PAUC","diehet","diehet",6
"Lihir","PL","ge","ge",2
"Lihir","PL","giet","giet",4
"Lihir","PL","da","da",2
"Lihir","PL","go","go",2
"Lihir","PL","die","die",3
"Lihir","DU","-l","l",1
"Lihir","TR","-tot","tot",3
"Lihir","PAUC","-het","het",3
"Lihir","TR","gitet","gitet",5
"Lihir","TR","dat","dat",3
"Lihir","TR","get","get",3
"Lihir","TR","got","got",3
"Lihir","TR","diet","diet",4
"Lihir","DU","kitto","kitto",5
"Lihir","DU","do","do",2
"Lihir","DU","gel","gel",3
"Lihir","DU","gol","gol",3
"Lihir","DU","gal","gal",3
"Lihir","DU","dul","dul",3
"Lihir","TR","kittel","kittel",6
"Lihir","TR","getol","getol",5
"Lihir","TR","gotol","gotol",5
"Lihir","TR","dietol","dietol",6
"Lihir","PAUC","kitahet","kitahet",7
"Lihir","PAUC","gehet","gehet",5
"Lihir","PAUC","gohet","gohet",5
"Lihir","PAUC","diehet","diehet",6
"Lihir","SG","o","o",1
"Lihir","SG","i","i",1
"Lihir","SG","e","e",1
"Lihir","PAUC","dehet","dehet",5
"Lihir","TR","dat","dat",3
"Lihir","DU","do","do",2
"Lihir","PL","da","da",2
"Lihir","PL","me","me",2
"Lihir","PL","mu","mu",2
"Lihir","PL","die","die",3
"Lihir","DU","gitto","gitto",5
"Lihir","DU","mel","mel",3
"Lihir","DU","mul","mul",3
"Lihir","DU","dul","dul",3
"Lihir","TR","dat","dat",3
"Lihir","TR","met","met",3
"Lihir","TR","got","got",3
"Lihir","TR","diet","diet",4
"Lihir","TR","datol","datol",5
"Lihir","TR","kittel","kittel",6
"Lihir","TR","metol","metol",5
"Lihir","TR","mutol","mutol",5
"Lihir","TR","dittol","dittol",6
"Lihir","PAUC","kitahet","kitahet",7
"Lihir","PAUC","mehet","mehet",5
"Lihir","PAUC","muhet","muhet",5
"Lihir","PAUC","diehet","diehet",6
"Lihir","SG","nuŋ","nuŋ",3
"Lihir","SG","gi","gi",2
"Lihir","SG","ge","ge",2
"Lihir","SG","gian","gian",4
"Lihir","SG","geŋ","geŋ",3
"Lihir","SG","gan","gan",3
"Lihir","PL","kanda","kanda",5
"Lihir","PL","ka-mbe","kambe",5
"Lihir","PL","ka-mbu","kambu",5
"Lihir","PL","ka-ndie","kandie",6
"Lihir","DU","ka-ndo","kando",5
"Lihir","DU","ka-mbel","kambel",6
"Lihir","DU","ka-mbul","kambul",6
"Lihir","DU","ka-ndul","kandul",6
"Lihir","TR","ka-ndat","kandat",6
"Lihir","TR","ka-mbet","kambet",6
"Lihir","TR","ka-mbot","kambot",6
"Lihir","TR","ka-ndiet","kandiet",7
"Lihir","SG","nuŋ","nuŋ",3
"Lihir","SG","gi","gi",2
"Lihir","SG","ge","ge",2
"Lihir","SG","ga","ga",2
"Lihir","PL","ki-nda","kinda",5
"Lihir","PL","ge","ge",2
"Lihir","PL","gu","gu",2
"Lihir","PL","die","die",3
"Lihir","DU","ki-ndo","kindo",5
"Lihir","DU","gemel","gemel",5
"Lihir","DU","gumul","gumul",5
"Lihir","DU","kidul","kidul",5
"Lihir","TR","ki-ndatol","kindatol",8
"Lihir","TR","gemetol","gemetol",7
"Lihir","TR","gumutol","gumutol",7
"Lihir","TR","ki-dietol","kidietol",8
"Lihir","PAUC","ki-gehet","kigehet",7
"Lihir","PAUC","ge-mehet","gemehet",7
"Lihir","PAUC","hu-muhet","humuhet",7
"Lihir","PAUC","ki-ndiehet","kindiehet",9
"Lihir","PAUC","ki-ne-gu","kinegu",6
"Lihir","PAUC","ki-ne-wa","kinewa",6
"Lihir","PAUC","ki-ne-ye","kineye",6
"Lihir","PAUC","ki-ne-me","kineme",6
"Tangga","PL","am-","am",2
"Tangga","PL","tanja","tanja",5
"Tangga","PL","an-","an",2
