"Language_ID","Feature","Value"
"hup1","Q",0
"hup1","S",1
"hup1","SIAHQ",0
"hup1","V",1
"hup1","VS",0
"hup1","VSI",0
"hur1","A",0
"hur1","H",0
"hur1","HQ",0
"hur1","I",0
"hur1","IA",0
"hur1","IAHQ",1
"hur1","IH",0
"hur1","Q",0
"hur1","S",0
"hur1","SIAHQ",0
"hur1","V",0
"hur1","VS",1
"hur1","VSI",0
"iao1","A",0
"iao1","H",0
"iao1","HQ",1
"iao1","I",0
"iao1","IA",0
"iao1","IAHQ",0
"iao1","IH",0
"iao1","Q",0
"iao1","S",0
"iao1","SIAHQ",0
"iao1","V",0
"iao1","VS",0
"iao1","VSI",0
"ibo1","A",0
"ibo1","H",0
"ibo1","HQ",1
"ibo1","I",0
"ibo1","IA",0
"ibo1","IAHQ",0
"ibo1","IH",0
"ibo1","Q",0
"ibo1","S",0
"ibo1","SIAHQ",0
"ibo1","V",0
"ibo1","VS",0
"ibo1","VSI",0
"ibo2","A",1
"ibo2","H",0
"ibo2","HQ",1
"ibo2","I",1
"ibo2","IA",0
"ibo2","IAHQ",0
"ibo2","IH",0
"ibo2","Q",0
"ibo2","S",0
"ibo2","SIAHQ",0
"ibo2","V",0
"ibo2","VS",1
"ibo2","VSI",0
"ida1","A",0
"ida1","H",0
"ida1","HQ",1
"ida1","I",0
"ida1","IA",1
"ida1","IAHQ",0
"ida1","IH",0
"ida1","Q",0
"ida1","S",0
"ida1","SIAHQ",0
"ida1","V",0
"ida1","VS",1
"ida1","VSI",0
"idu1","A",0
"idu1","H",0
"idu1","HQ",1
"idu1","I",0
"idu1","IA",1
"idu1","IAHQ",0
"idu1","IH",0
"idu1","Q",0
"idu1","S",0
"idu1","SIAHQ",0
"idu1","V",0
"idu1","VS",1
"idu1","VSI",0
"ign1","A",0
"ign1","H",0
"ign1","HQ",1
"ign1","I",0
"ign1","IA",0
"ign1","IAHQ",0
"ign1","IH",0
"ign1","Q",0
"ign1","S",0
"ign1","SIAHQ",0
"ign1","V",0
"ign1","VS",0
"ign1","VSI",0
"iki1","A",1
"iki1","H",0
"iki1","HQ",1
"iki1","I",1
"iki1","IA",0
"iki1","IAHQ",0
"iki1","IH",0
"iki1","Q",0
"iki1","S",0
"iki1","SIAHQ",0
"iki1","V",1
"iki1","VS",0
"iki1","VSI",0
"ini1","A",0
"ini1","H",0
"ini1","HQ",0
"ini1","I",0
"ini1","IA",0
"ini1","IAHQ",0
"ini1","IH",0
"ini1","Q",1
"ini1","S",0
"ini1","SIAHQ",0
"ini1","V",0
"ini1","VS",0
"ini1","VSI",0
"iri1","A",0
"iri1","H",0
"iri1","HQ",1
"iri1","I",0
"iri1","IA",0
"iri1","IAHQ",0
"iri1","IH",0
"iri1","Q",0
"iri1","S",0
"iri1","SIAHQ",0
"iri1","V",0
"iri1","VS",0
"iri1","VSI",0
"iro1","A",0
"iro1","H",0
"iro1","HQ",1
"iro1","I",0
"iro1","IA",0
"iro1","IAHQ",0
"iro1","IH",0
"iro1","Q",0
